city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Nova Prata,Serra Gaúcha,Interior,Terreno,Roteiro das Águas,283171,0,0.0,0,2257,0,0,0.0,0,1,3,3,2011,0,95323,-28.769161927880393,-51.57320270559138
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,1132832,2,2.0,142,142,142,0,5.0,0,0,2,9,2022,0,90013,-30.02063344925169,-51.23237359959439
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,1054518,4,2.5,130,312,130,0,1.0,0,1,2,7,2010,0,95018,-29.182740015047212,-51.168348477341965
Porto Alegre,Capital,Menino Deus,Apartamento,—,618914,3,1.0,83,83,83,0,10.0,0,0,3,9,1983,2023,90013,-30.055186884516964,-51.25460698208068
Canela,Serra Gaúcha,Jardim,Apartamento,—,892162,2,1.0,66,66,66,0,4.0,0,3,2,10,1998,0,95687,-29.33134374374603,-50.83780903711251
Porto Alegre,Capital,Partenon,Apartamento,—,1079029,2,1.0,156,156,156,0,1.0,0,3,3,8,2023,0,90011,-30.074794418058993,-51.17602775482657
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,691422,4,1.0,286,368,250,36,2.0,0,3,3,10,2018,2014,95340,-28.887284756038444,-51.595938544332036
Caxias do Sul,Serra Gaúcha,São Pelegrino,Condomínio Residencial,—,2088062,4,3.5,211,597,211,0,1.0,0,1,3,9,1983,0,95016,-29.1570195332977,-51.146498462719514
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,650000,0,0.0,0,1230,0,0,0.0,0,2,3,6,2018,0,95335,-28.85947716380761,-51.5903749180215
Porto Alegre,Capital,Cristal,Comercial,—,1932651,0,1.0,323,370,323,0,1.0,0,1,2,5,1999,2015,90012,-30.023575904878584,-51.23067273984693
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,773272,2,1.0,100,100,100,0,7.0,0,1,4,10,2023,0,90015,-30.074912850713034,-51.193029140422304
Porto Alegre,Capital,Três Figueiras,Apartamento,—,437332,1,1.0,57,57,57,0,10.0,0,4,3,9,2007,0,90017,-29.992476330450064,-51.17208287501592
Veranópolis,Serra Gaúcha,Interior,Apartamento,—,289946,1,1.0,92,92,92,0,1.0,0,4,4,10,1985,2021,95331,-28.97434848336321,-51.601476532524366
Gramado,Serra Gaúcha,Três Pinheiros,Casa,—,5213337,4,1.5,253,367,253,0,1.0,0,4,5,9,1975,2007,95678,-29.389244727717116,-50.88669159105847
Nova Prata,Serra Gaúcha,Centro,Comercial,—,479551,0,2.0,189,358,189,0,1.0,0,1,5,7,1972,0,95323,-28.788196141584606,-51.64435917023171
Vila Flores,Serra Gaúcha,Centro,Casa,—,594951,2,2.0,249,338,249,0,1.0,0,0,3,9,1986,0,95341,-28.906223871185112,-51.590963486920536
Vila Flores,Serra Gaúcha,Centro,Casa,—,567952,4,1.5,217,579,149,68,1.0,0,1,4,10,2017,2014,95338,-28.881532084536964,-51.59461852131876
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,350818,0,0.0,0,1445,0,0,0.0,0,0,3,6,2011,0,95334,-28.889986798994318,-51.58234160416674
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,842626,4,2.5,133,644,133,0,1.0,0,1,3,8,2023,0,95709,-29.212122228606958,-51.5225287636664
Nova Prata,Serra Gaúcha,São Cristóvão,Terreno,Lot. Colinas do Caravaggio,142448,0,0.0,0,362,0,0,0.0,0,2,1,3,2000,0,95329,-28.8035464679563,-51.655348074524525
Porto Alegre,Capital,Centro Histórico,Casa,—,2051289,4,3.0,293,885,293,0,2.0,0,0,3,6,2003,0,90019,-29.991860165579983,-51.26635147034733
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,2508038,4,3.5,133,614,133,0,2.0,0,1,4,11,2010,0,95685,-29.357242557003783,-50.773883744240294
Gramado,Serra Gaúcha,Centro,Condomínio Residencial,—,4801847,2,2.5,195,320,173,22,2.0,0,1,5,9,2014,0,95678,-29.348629502387315,-50.91501792303013
Veranópolis,Serra Gaúcha,Interior,Condomínio Residencial,—,936242,2,3.5,257,528,210,47,2.0,0,4,3,11,2014,0,95333,-28.89603456812372,-51.559045882164305
Veranópolis,Serra Gaúcha,Centro,Casa,—,364416,2,1.0,120,542,120,0,1.0,0,3,4,5,2007,2000,95339,-28.934099333261546,-51.53124546644706
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,746635,3,1.0,96,96,96,0,3.0,0,2,4,8,2020,0,90010,-30.027980916822038,-51.20865826751227
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,699499,2,2.0,111,321,111,0,2.0,0,3,4,9,2009,0,95708,-29.188613693847202,-51.4808160807072
Canela,Serra Gaúcha,Fontes do Ipê,Apartamento,—,1867497,1,2.0,143,143,143,0,2.0,0,1,3,10,1971,0,95683,-29.318866207064936,-50.834443693072785
Garibaldi,Serra Gaúcha,São João,Apartamento,—,883157,3,1.0,170,170,170,0,5.0,0,1,2,9,1981,2017,95722,-29.258344428038775,-51.54460352392679
Porto Alegre,Capital,Partenon,Terreno,—,2216897,0,0.0,0,1128,0,0,0.0,0,0,3,4,1994,0,90012,-30.044926832259293,-51.212628678450415
Bento Gonçalves,Serra Gaúcha,Planalto,Condomínio Residencial,—,2635343,2,2.5,338,894,338,0,3.0,0,0,3,12,1976,2022,95709,-29.152335076165464,-51.5634539049031
Gramado,Serra Gaúcha,Mato Queimado,Casa,—,4873580,3,2.0,225,695,225,0,1.0,0,3,5,5,1999,0,95679,-29.378980577457778,-50.86412806106204
Canela,Serra Gaúcha,Centro,Casa,—,2567796,2,3.5,167,416,167,0,2.0,0,2,5,6,1989,0,95686,-29.36659137588961,-50.79459477829613
Garibaldi,Serra Gaúcha,São João,Casa,—,1344992,2,3.5,259,419,259,0,2.0,0,4,4,6,1997,0,95727,-29.30410130242536,-51.562580301947534
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,208410,0,0.0,0,436,0,0,0.0,0,0,1,6,1996,0,95336,-28.938363470357867,-51.51875248608743
Canela,Serra Gaúcha,Industrial,Casa,—,4264874,4,1.5,272,566,272,0,2.0,0,4,5,6,2003,0,95680,-29.372024702530535,-50.79094250053041
Gramado,Serra Gaúcha,Canavial,Condomínio Residencial,—,5222356,4,3.0,194,395,194,0,2.0,0,2,5,9,2021,0,95672,-29.374171715879513,-50.8700222625438
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,1299698,3,1.0,178,178,178,0,4.0,0,1,5,7,1986,0,90011,-30.042180779830026,-51.19481488114379
Caxias do Sul,Serra Gaúcha,Centro,Comercial,—,323941,0,1.0,45,191,45,0,1.0,0,0,2,7,1996,0,95017,-29.203217982657858,-51.18585710580039
Garibaldi,Serra Gaúcha,Progresso,Apartamento,—,797325,3,1.0,161,161,161,0,1.0,0,2,4,9,2002,0,95724,-29.21789575752096,-51.546411329908196
Veranópolis,Serra Gaúcha,Renovação,Casa,—,755285,4,1.0,239,372,174,65,2.0,0,4,4,10,2022,2023,95331,-28.912496823313106,-51.53776715775461
Gramado,Serra Gaúcha,Morada da Serra,Condomínio Residencial,—,9129326,2,3.5,335,849,308,27,2.0,0,0,4,11,1971,0,95674,-29.4238119265455,-50.85112942489554
Nova Petrópolis,Serra Gaúcha,Vila Nova,Condomínio Residencial,—,972014,2,3.0,174,359,121,53,2.0,0,3,4,12,1975,0,95154,-29.370801385983075,-51.15832381840382
Canela,Serra Gaúcha,Fontes do Ipê,Casa,—,1151635,4,1.5,81,225,81,0,1.0,0,2,5,7,1979,0,95681,-29.351022625136245,-50.826861813967
Vila Flores,Serra Gaúcha,Linha Aimoré,Apartamento,—,356391,2,1.0,150,150,150,0,6.0,0,0,3,8,1979,0,95341,-28.87209433271572,-51.553436436067365
Caxias do Sul,Serra Gaúcha,Sagrada Família,Casa,—,1832990,4,1.0,211,662,211,0,3.0,0,2,4,5,2008,0,95011,-29.15108752294977,-51.21906101001048
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,1933904,3,2.0,228,443,228,0,1.0,0,4,3,7,1981,2000,95012,-29.21162564529912,-51.223494322415945
Porto Alegre,Capital,Mont'Serrat,Comercial,—,1539220,0,1.0,251,355,251,0,1.0,0,2,3,7,1990,2005,90013,-30.003598924712428,-51.179133532616795
Porto Alegre,Capital,Três Figueiras,Condomínio Residencial,—,2045626,3,2.5,219,740,219,0,1.0,0,1,4,10,1989,2009,90016,-30.059526843374396,-51.17551504236448
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Condomínio Residencial,—,765093,3,2.0,129,606,129,0,3.0,0,0,4,8,1998,2006,95153,-29.341704543008657,-51.15774954517481
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,1120742,4,1.5,210,353,210,0,3.0,0,2,3,9,1985,0,95180,-29.191756604557195,-51.391740318546155
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,499589,4,1.0,206,314,206,0,1.0,0,3,4,9,2018,2014,95340,-28.842808161822976,-51.63714800685493
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,1254752,3,2.0,144,254,144,0,3.0,0,1,4,12,1992,0,95702,-29.209594788849337,-51.5644727338776
Gramado,Serra Gaúcha,Canavial,Casa,—,2978728,2,2.0,150,616,150,0,1.0,0,4,3,7,1995,2018,95673,-29.405889684594268,-50.82756354378318
Porto Alegre,Capital,Partenon,Apartamento,—,877284,1,1.0,111,111,111,0,12.0,0,4,3,7,2023,2021,90016,-30.059250246335356,-51.18769849608386
Garibaldi,Serra Gaúcha,Santa Marta,Apartamento,—,315840,2,2.0,62,62,62,0,2.0,0,2,3,6,2003,2012,95723,-29.220557406863175,-51.55505559519664
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,278513,2,1.0,68,68,68,0,7.0,0,2,4,6,1980,0,95154,-29.384911977938458,-51.144579648080544
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,163588,0,0.0,0,442,0,0,0.0,0,0,2,5,2022,0,95335,-28.883969938805986,-51.60415044564792
Porto Alegre,Capital,Partenon,Casa,—,1297605,3,3.0,187,573,187,0,3.0,0,3,5,9,2012,2012,90013,-30.07863558921735,-51.26438015101211
Bento Gonçalves,Serra Gaúcha,Planalto,Terreno,—,844755,0,0.0,0,524,0,0,0.0,0,2,2,6,1991,0,95706,-29.209748002626934,-51.54294024283038
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,430000,0,0.0,0,682,0,0,0.0,0,0,3,6,2022,0,95335,-28.86298884007602,-51.61030369318248
Vila Flores,Serra Gaúcha,Centro,Terreno,Clube Residencial Paraíso,226781,0,0.0,0,1067,0,0,0.0,0,3,3,3,2019,0,95341,-28.90785935981257,-51.57410342919104
Porto Alegre,Capital,Moinhos de Vento,Comercial,—,227833,0,2.0,35,105,35,0,2.0,0,2,3,7,1979,0,90011,-30.03991175538417,-51.17331701576667
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1345664,2,2.0,164,164,164,0,12.0,0,4,4,6,1980,0,95011,-29.12381782751946,-51.19547830767343
Veranópolis,Serra Gaúcha,Renovação,Casa,—,686420,4,3.5,224,534,224,0,2.0,0,3,2,7,2006,2001,95336,-28.9729769033083,-51.535616498386986
Gramado,Serra Gaúcha,Várzea Grande,Casa,—,3111685,3,2.0,141,482,141,0,1.0,0,4,5,7,2000,0,95673,-29.34506764087041,-50.86980177579336
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,590000,0,0.0,0,1220,0,0,0.0,0,0,3,6,2019,0,95335,-28.87387442432513,-51.59442919387899
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,315000,0,0.0,0,438,0,0,0.0,0,0,3,6,2019,0,95335,-28.872353488982135,-51.59038073481875
Gramado,Serra Gaúcha,Canavial,Terreno,—,1659724,0,0.0,0,377,0,0,0.0,0,3,3,6,1996,0,95675,-29.343682080499256,-50.8428633641535
Gramado,Serra Gaúcha,Morada da Serra,Apartamento,—,1356029,2,1.0,74,74,74,0,2.0,0,3,3,10,1996,0,95678,-29.408920506934187,-50.896868845657
Canela,Serra Gaúcha,Reserva da Serra,Apartamento,—,948392,2,2.0,62,62,62,0,4.0,0,2,4,6,2002,0,95681,-29.378680251353117,-50.77746689683554
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,1061393,0,0.0,0,535,0,0,0.0,0,1,1,6,2001,0,95012,-29.204044588242542,-51.15959032916506
Porto Alegre,Capital,Petrópolis,Casa,—,1494338,4,3.5,202,768,202,0,1.0,0,4,5,7,1989,0,90016,-30.06385325079056,-51.20256920964938
Garibaldi,Serra Gaúcha,São João,Casa,—,489100,4,3.0,102,505,102,0,1.0,0,1,5,8,1978,0,95724,-29.239292439546617,-51.48989016135849
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,821632,3,3.0,136,265,136,0,1.0,0,0,4,5,2016,0,95189,-29.273516510789484,-51.37470012272452
Porto Alegre,Capital,Cidade Baixa,Casa,—,786507,3,3.0,98,678,98,0,2.0,0,2,2,7,2001,0,90019,-30.059884629996773,-51.17613847075094
Porto Alegre,Capital,Mont'Serrat,Apartamento,—,606227,3,1.0,84,84,84,0,2.0,0,3,4,9,1976,2003,90010,-30.017403748354994,-51.1825629892924
Porto Alegre,Capital,Boa Vista,Casa,—,553684,4,2.0,71,662,11,60,2.0,0,4,2,7,1970,0,90012,-30.005240562713276,-51.231607036150834
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,139154,0,0.0,0,395,0,0,0.0,0,1,3,6,2015,0,95339,-28.888186346721984,-51.57913453565488
Nova Petrópolis,Serra Gaúcha,Vila Nova,Terreno,—,528536,0,0.0,0,597,0,0,0.0,0,1,2,5,1992,0,95157,-29.34960720427733,-51.12960312480076
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Casa,—,1750747,3,2.5,220,333,220,0,2.0,0,1,2,10,2009,2012,95012,-29.190688390000997,-51.21664576703658
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,743507,2,2.5,178,557,178,0,2.0,0,1,5,10,1976,0,95151,-29.327123161940502,-51.087553831377534
Veranópolis,Serra Gaúcha,São Pelegrino,Condomínio Residencial,—,1286371,3,2.5,342,861,342,0,1.0,0,0,5,12,1975,0,95331,-28.949494619421557,-51.544673660199116
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1163209,3,1.0,136,136,136,0,5.0,0,2,5,7,1978,0,95019,-29.132677869193063,-51.16847998400739
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Terreno,—,1994331,0,0.0,0,1139,0,0,0.0,0,1,2,4,2001,0,95017,-29.152174399188286,-51.16805720959067
Caxias do Sul,Serra Gaúcha,Santa Catarina,Comercial,—,2129037,0,1.0,316,463,316,0,2.0,0,1,3,9,1979,0,95014,-29.156926588424138,-51.13219462013557
Canela,Serra Gaúcha,São José,Comercial,—,3371531,0,1.0,299,348,299,0,2.0,0,2,3,7,1987,0,95686,-29.400460651252995,-50.77550084107265
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,217046,3,1.0,49,49,49,0,7.0,0,3,4,7,1973,0,95153,-29.4125181576602,-51.1503001539994
Garibaldi,Serra Gaúcha,Santa Marta,Casa,—,485419,2,3.0,98,526,98,0,1.0,0,2,3,10,1991,0,95725,-29.235093874197336,-51.56123057522598
Garibaldi,Serra Gaúcha,Bela Vista,Comercial,—,869308,0,1.0,232,358,232,0,2.0,0,1,2,9,2001,0,95720,-29.286115212689328,-51.51994261746526
Bento Gonçalves,Serra Gaúcha,São Bento,Comercial,—,2275103,0,2.0,396,449,396,0,1.0,0,0,2,6,2000,0,95705,-29.203676911340082,-51.53263766073205
Canela,Serra Gaúcha,Centro,Casa,—,3665429,4,2.5,273,574,273,0,2.0,0,4,3,7,1975,0,95681,-29.408715235402603,-50.80271422607637
Vila Flores,Serra Gaúcha,Centro,Casa,—,594447,4,1.0,249,503,249,0,1.0,1,1,2,8,1998,0,95344,-28.90498514076863,-51.59528532490297
Porto Alegre,Capital,Três Figueiras,Condomínio Residencial,—,1389194,2,3.5,133,624,133,0,2.0,0,0,5,12,2011,2004,90016,-30.06334501835722,-51.24548744315219
Nova Petrópolis,Serra Gaúcha,Vila Nova,Terreno,—,489618,0,0.0,0,447,0,0,0.0,0,0,2,5,2018,0,95152,-29.383382356793156,-51.07143666710387
Bento Gonçalves,Serra Gaúcha,São Roque,Terreno,—,693224,0,0.0,0,490,0,0,0.0,0,1,3,6,2010,0,95708,-29.145731628775806,-51.53230064578572
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,788693,3,3.0,172,369,172,0,2.0,0,4,2,8,1989,0,95159,-29.32643604226635,-51.11777487640413
Veranópolis,Serra Gaúcha,Medianeira,Casa,—,578703,2,2.0,187,511,187,0,2.0,0,4,5,7,1988,0,95337,-28.905315405881094,-51.53291485500542
Porto Alegre,Capital,Petrópolis,Condomínio Residencial,—,2469817,4,2.0,259,399,259,0,1.0,0,1,4,12,2000,0,90015,-30.01326956968499,-51.26648310558472
Porto Alegre,Capital,Três Figueiras,Condomínio Residencial,—,3399788,4,2.0,329,869,329,0,2.0,0,0,4,10,2006,2015,90011,-30.043472268385564,-51.19440298819062
Garibaldi,Serra Gaúcha,Progresso,Apartamento,—,317233,3,2.0,62,62,62,0,7.0,0,2,2,7,1987,2022,95720,-29.211116301474682,-51.517091055730845
Gramado,Serra Gaúcha,Centro,Casa,—,2891750,2,3.5,155,518,155,0,1.0,0,1,5,5,2008,2004,95676,-29.395464077328263,-50.9095007088513
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,270000,0,0.0,0,420,0,0,0.0,0,0,3,6,2020,0,95335,-28.874470447190607,-51.605612673939156
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,455134,3,2.0,59,59,59,0,4.0,0,3,5,10,1974,2002,95011,-29.170926126900756,-51.204374877927656
Bento Gonçalves,Serra Gaúcha,Charqueadas,Apartamento,—,892221,2,1.0,146,146,146,0,12.0,0,4,5,8,1989,0,95703,-29.14046597591974,-51.540929155393975
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,268000,0,0.0,0,420,0,0,0.0,0,2,3,6,2019,0,95335,-28.851235754130073,-51.59105242197785
Porto Alegre,Capital,Cidade Baixa,Casa,—,1466529,3,2.0,210,296,210,0,3.0,0,2,4,6,2010,0,90010,-29.995262615898035,-51.17432193853453
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,348036,2,3.0,136,222,136,0,2.0,0,4,2,9,2012,2016,95344,-28.897335912525882,-51.55754157814212
Canela,Serra Gaúcha,Fontes do Ipê,Apartamento,—,1866915,2,1.0,124,124,124,0,3.0,0,4,2,7,1975,0,95683,-29.353363944098593,-50.78002624608063
Veranópolis,Serra Gaúcha,Femaçã,Apartamento,—,395157,2,1.0,141,141,141,0,1.0,0,2,2,6,2003,0,95331,-28.907381927147,-51.52969944816533
Gramado,Serra Gaúcha,Três Pinheiros,Casa,—,5192897,3,1.0,240,581,240,0,1.0,0,3,3,9,2022,0,95672,-29.350427797914865,-50.829340697400255
Nova Prata,Serra Gaúcha,Clivatti,Casa,—,1015124,4,3.0,271,488,271,0,1.0,0,2,5,6,2000,0,95326,-28.74612044204309,-51.59396846380542
Porto Alegre,Capital,Três Figueiras,Apartamento,—,420398,1,2.0,60,60,60,0,5.0,0,2,3,10,2017,0,90017,-30.045295771543472,-51.25501528935392
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,337979,0,0.0,0,690,0,0,0.0,0,2,2,6,2020,0,95333,-28.945151827002107,-51.54604604030851
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,2428485,2,2.0,284,515,284,0,2.0,0,2,4,7,1974,0,95017,-29.140032522013197,-51.21863551069602
Farroupilha,Serra Gaúcha,Desvio Rizzo,Comercial,—,348921,0,1.0,70,166,70,0,1.0,0,2,3,9,1984,0,95189,-29.250899287237,-51.32704994437391
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,295000,0,0.0,0,420,0,0,0.0,0,2,3,6,2022,0,95335,-28.86370178583301,-51.610408393722956
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Casa,—,1635281,3,3.0,210,775,210,0,1.0,0,1,2,7,2005,0,95013,-29.143046627585615,-51.13683027332304
Gramado,Serra Gaúcha,Centro,Casa,—,2474091,4,1.5,115,664,91,24,1.0,0,1,3,7,2003,0,95674,-29.332223603635796,-50.88217878207658
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,655862,3,1.0,83,83,83,0,3.0,0,2,4,9,2018,0,95013,-29.14819909959229,-51.16335014962174
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,1405536,3,3.5,230,796,230,0,1.0,0,1,4,5,1971,0,95705,-29.181357994937937,-51.560406509605656
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Comercial,—,1287746,0,2.0,314,462,314,0,2.0,0,1,5,6,1981,2011,95152,-29.373162922322432,-51.12183749038803
Porto Alegre,Capital,Bela Vista,Casa,—,1950207,4,2.0,262,845,262,0,3.0,1,3,5,5,1980,0,90011,-29.988753759127828,-51.18150972505547
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,415000,0,0.0,0,761,0,0,0.0,0,0,3,6,2018,0,95335,-28.868692604330707,-51.59037453909497
Vila Flores,Serra Gaúcha,Centro,Apartamento,—,420155,3,1.0,166,166,166,0,1.0,0,4,2,6,1997,0,95335,-28.840733702259417,-51.65018652428612
Garibaldi,Serra Gaúcha,Centro,Apartamento,—,322398,2,1.0,68,68,68,0,10.0,0,3,4,6,1996,0,95725,-29.247409971726583,-51.48492738509552
Veranópolis,Serra Gaúcha,Medianeira,Condomínio Residencial,—,460177,2,2.5,123,407,123,0,1.0,0,0,5,8,2001,2017,95335,-28.94567695651189,-51.60297755549453
Caxias do Sul,Serra Gaúcha,Santa Catarina,Apartamento,—,1480406,2,1.0,178,178,178,0,12.0,0,4,5,6,2001,0,95018,-29.12009526279521,-51.16571446013331
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1875278,2,1.0,275,627,275,0,2.0,0,4,4,10,2017,2019,95707,-29.124135979780313,-51.56360232077186
Garibaldi,Serra Gaúcha,Bela Vista,Casa,—,856787,3,2.0,178,659,178,0,3.0,0,1,4,10,2018,0,95722,-29.30019946570964,-51.5827442148067
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,261214,0,0.0,0,374,0,0,0.0,0,2,3,6,2001,0,95327,-28.79453893692358,-51.62185572110416
Nova Prata,Serra Gaúcha,Frizon,Casa,—,689612,3,1.5,176,412,176,0,1.0,0,0,5,6,2018,0,95328,-28.75717939731324,-51.63334637427004
Bento Gonçalves,Serra Gaúcha,Fátima,Condomínio Residencial,—,2443317,2,2.5,299,769,299,0,2.0,0,2,4,11,2015,0,95707,-29.126846556706642,-51.48669443072126
Vila Flores,Serra Gaúcha,Bairro Alto,Comercial,—,334469,0,2.0,181,300,181,0,1.0,0,0,5,5,2018,2015,95337,-28.85796896405291,-51.56207957740952
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,491986,3,2.0,202,374,202,0,1.0,0,0,3,5,2017,0,95340,-28.89951472679102,-51.58724186882003
Farroupilha,Serra Gaúcha,Centro,Casa,—,494394,3,3.5,83,571,83,0,2.0,0,0,3,10,2005,0,95181,-29.175244394481535,-51.30729851242045
Vila Flores,Serra Gaúcha,Centro,Casa,—,266614,3,3.5,108,470,108,0,1.0,0,0,2,9,1998,2023,95341,-28.81601175765523,-51.62672210759824
Bento Gonçalves,Serra Gaúcha,Charqueadas,Terreno,—,1168892,0,0.0,0,755,0,0,0.0,0,3,3,4,1999,0,95704,-29.19075581655539,-51.485364800201985
Nova Petrópolis,Serra Gaúcha,Vila Nova,Condomínio Residencial,—,1846964,2,2.0,296,634,296,0,2.0,0,3,4,11,2017,0,95154,-29.346516951996673,-51.07734699669897
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,494348,3,2.5,93,681,93,0,3.0,0,3,4,9,2013,0,95180,-29.21373666566879,-51.36626209500834
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,289730,3,3.5,93,448,93,0,2.0,0,3,4,7,2005,0,95334,-28.964574361082832,-51.567657277127076
Gramado,Serra Gaúcha,Canavial,Comercial,—,1279550,0,1.0,70,126,70,0,1.0,0,0,4,6,1979,2016,95677,-29.381059507391335,-50.91135740465144
Caxias do Sul,Serra Gaúcha,Exposição,Apartamento,—,1331849,1,1.0,178,178,178,0,1.0,0,4,4,9,1987,0,95012,-29.165828661306556,-51.18136884996893
Garibaldi,Serra Gaúcha,Santa Marta,Condomínio Residencial,—,983796,3,3.0,164,299,164,0,2.0,0,0,3,9,1983,0,95727,-29.21837174778355,-51.49732292983026
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,651966,3,2.0,236,470,236,0,1.0,0,4,4,6,2010,0,95336,-28.85663485856632,-51.61251847519057
Veranópolis,Serra Gaúcha,São Pelegrino,Terreno,Solar Norte,195543,0,0.0,0,449,0,0,0.0,0,3,2,5,1999,0,95334,-28.91756434097567,-51.60586116531328
Bento Gonçalves,Serra Gaúcha,Charqueadas,Terreno,—,1732378,0,0.0,0,1064,0,0,0.0,0,2,2,6,2016,0,95700,-29.131241833717652,-51.528797157881044
Veranópolis,Serra Gaúcha,Interior,Apartamento,—,286667,2,1.0,94,94,94,0,5.0,0,3,5,9,2016,0,95333,-28.919919309281703,-51.53413204353105
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,253044,0,0.0,0,647,0,0,0.0,0,0,3,6,2015,0,95336,-28.98082535893139,-51.59596791068919
Caxias do Sul,Serra Gaúcha,Exposição,Terreno,—,1867793,0,0.0,0,1159,0,0,0.0,0,3,3,5,2020,0,95013,-29.16562581054732,-51.2279042444066
Porto Alegre,Capital,Partenon,Condomínio Residencial,—,1777805,3,3.0,187,562,187,0,2.0,0,3,3,8,2001,0,90019,-30.005791786662154,-51.26469844586917
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,200995,0,0.0,0,510,0,0,0.0,0,2,3,4,2018,0,95337,-28.887745900455815,-51.57917823472551
Caxias do Sul,Serra Gaúcha,Exposição,Condomínio Residencial,—,1535553,3,2.0,150,597,101,49,1.0,0,3,3,11,2021,0,95012,-29.201772558988868,-51.152106843611605
